timestamp,server_id,metric_type,latency_ms,cpu_usage_pct,memory_usage_gb,status_code
2026-08-01 11:35:00,SRV-03,database,67.1,72.7,11.44,200
2026-08-01 11:40:00,SRV-03,web_server,47.27,64.36,3.71,200
2026-08-01 11:45:00,SRV-01,api_gateway,35.18,41.5,24.59,200
2026-08-01 11:50:00,SRV-02,web_server,51.31,73.91,26.96,200
2026-08-01 11:55:00,SRV-03,api_gateway,52.49,71.0,12.7,200
2026-08-01 12:00:00,SRV-01,database,71.33,71.83,27.33,200
2026-08-01 12:05:00,SRV-01,web_server,62.83,28.61,31.03,200
2026-08-01 12:10:00,SRV-02,api_gateway,35.49,40.34,8.07,200
2026-08-01 12:15:00,SRV-04,api_gateway,34.13,10.67,24.12,200
2026-08-01 12:20:00,SRV-05,api_gateway,59.48,55.13,12.79,200
2026-08-01 12:25:00,SRV-04,web_server,61.03,77.63,28.33,200
2026-08-01 12:30:00,SRV-03,web_server,45.53,25.61,7.86,500
2026-08-01 12:35:00,SRV-04,web_server,54.55,11.68,25.5,500
2026-08-01 12:40:00,SRV-01,api_gateway,36.23,59.03,3.23,200
2026-08-01 12:45:00,SRV-02,database,53.16,73.07,7.73,200
2026-08-01 12:50:00,SRV-05,api_gateway,59.35,50.41,5.72,200
2026-08-01 12:55:00,SRV-04,web_server,15.91,58.51,10.84,200
2026-08-01 13:00:00,SRV-04,api_gateway,21.75,75.45,6.03,200
2026-08-01 13:05:00,SRV-02,api_gateway,40.44,16.31,24.91,200
2026-08-01 13:10:00,SRV-04,web_server,32.79,63.55,5.27,500
2026-08-01 13:15:00,SRV-03,database,50.82,67.89,25.15,200
2026-08-01 13:20:00,SRV-03,api_gateway,45.2,91.23,18.94,200
2026-08-01 13:25:00,SRV-05,web_server,67.76,83.24,19.37,200
2026-08-01 13:30:00,SRV-05,database,44.69,29.11,9.87,200
2026-08-01 13:35:00,SRV-02,api_gateway,45.27,48.75,16.52,200
2026-08-01 13:40:00,SRV-02,database,32.04,73.24,24.1,200
2026-08-01 13:45:00,SRV-04,web_server,45.52,79.44,3.73,200
2026-08-01 13:50:00,SRV-02,web_server,41.46,94.77,23.96,200
2026-08-01 13:55:00,SRV-02,api_gateway,39.8,60.29,26.86,200
2026-08-01 14:00:00,SRV-05,database,79.1,36.78,28.56,200
2026-08-01 14:05:00,SRV-01,web_server,16.33,36.14,3.25,200
2026-08-01 14:10:00,SRV-01,web_server,29.49,60.69,2.22,500
2026-08-01 14:15:00,SRV-01,api_gateway,49.3,25.77,23.02,200
2026-08-01 14:20:00,SRV-04,database,55.09,94.83,22.01,200
2026-08-01 14:25:00,SRV-05,database,72.07,89.87,31.26,200
2026-08-01 14:30:00,SRV-01,api_gateway,42.79,35.03,31.2,200
2026-08-01 14:35:00,SRV-05,web_server,54.31,47.85,15.62,200
2026-08-01 14:40:00,SRV-02,api_gateway,47.7,50.51,2.28,200
2026-08-01 14:45:00,SRV-02,database,53.5,81.57,27.46,200
2026-08-01 14:50:00,SRV-04,web_server,47.39,72.67,31.21,200
2026-08-01 14:55:00,SRV-03,database,47.7,94.88,18.17,200
2026-08-01 15:00:00,SRV-05,web_server,40.33,38.77,7.05,200
2026-08-01 15:05:00,SRV-02,api_gateway,53.41,55.23,7.36,200
2026-08-01 15:10:00,SRV-05,web_server,53.2,55.37,14.56,200
2026-08-01 15:15:00,SRV-05,api_gateway,65.67,59.04,16.07,200
2026-08-01 15:20:00,SRV-03,web_server,43.61,32.88,11.02,200
2026-08-01 15:25:00,SRV-03,database,55.26,24.0,16.53,200
2026-08-01 15:30:00,SRV-01,web_server,52.48,89.64,25.47,200
2026-08-01 15:35:00,SRV-01,web_server,38.87,62.82,22.61,200
2026-08-01 15:40:00,SRV-02,api_gateway,53.23,54.63,13.61,200
2026-08-01 15:45:00,SRV-01,api_gateway,51.64,39.7,6.48,200
2026-08-01 15:50:00,SRV-05,web_server,80.4,48.06,7.38,200
2026-08-01 15:55:00,SRV-04,api_gateway,33.24,11.65,20.61,200
2026-08-01 16:00:00,SRV-04,web_server,70.3,12.37,20.37,200
2026-08-01 16:05:00,SRV-04,web_server,32.59,76.82,27.95,200
2026-08-01 16:10:00,SRV-02,web_server,64.83,76.97,20.84,200
2026-08-01 16:15:00,SRV-02,api_gateway,63.5,71.31,16.28,200
2026-08-01 16:20:00,SRV-04,database,56.87,85.08,25.32,200
2026-08-01 16:25:00,SRV-05,database,54.15,31.52,19.2,200
2026-08-01 16:30:00,SRV-05,web_server,53.38,29.79,10.51,200
2026-08-01 16:35:00,SRV-04,api_gateway,31.12,44.19,28.4,201
2026-08-01 16:40:00,SRV-05,web_server,37.96,31.69,27.16,200
2026-08-01 16:45:00,SRV-01,web_server,66.22,37.57,22.79,200
2026-08-01 16:50:00,SRV-05,database,36.21,65.56,11.45,201
2026-08-01 16:55:00,SRV-02,database,43.95,87.14,13.05,200
2026-08-01 17:00:00,SRV-04,web_server,56.85,69.31,2.35,200
2026-08-01 17:05:00,SRV-02,api_gateway,15.81,35.23,17.76,200
2026-08-01 17:10:00,SRV-03,web_server,47.45,24.95,9.19,200
2026-08-01 17:15:00,SRV-04,database,65.73,47.51,19.76,200
2026-08-01 17:20:00,SRV-02,database,59.16,72.2,27.4,200
2026-08-01 17:25:00,SRV-02,web_server,53.69,9.53,20.38,500
2026-08-01 17:30:00,SRV-03,api_gateway,75.0,60.43,8.87,200
2026-08-01 17:35:00,SRV-02,database,43.5,54.47,22.92,200
2026-08-01 17:40:00,SRV-01,api_gateway,55.17,81.71,25.48,200
2026-08-01 17:45:00,SRV-02,web_server,60.43,9.65,23.7,404
2026-08-01 17:50:00,SRV-03,web_server,55.75,79.74,17.14,200
2026-08-01 17:55:00,SRV-04,database,47.58,58.63,13.15,200
2026-08-01 18:00:00,SRV-02,database,57.0,54.72,12.7,200
2026-08-01 18:05:00,SRV-03,api_gateway,58.67,52.05,3.9,200
2026-08-01 18:10:00,SRV-04,web_server,33.72,69.26,26.7,200
2026-08-01 18:15:00,SRV-03,web_server,56.67,76.78,27.89,200
2026-08-01 18:20:00,SRV-05,web_server,70.49,80.81,5.83,200
2026-08-01 18:25:00,SRV-01,api_gateway,41.34,29.34,28.6,200
2026-08-01 18:30:00,SRV-01,web_server,27.29,87.72,10.45,200
2026-08-01 18:35:00,SRV-02,web_server,70.78,28.9,6.92,200
2026-08-01 18:40:00,SRV-03,web_server,43.38,42.52,23.05,404
2026-08-01 18:45:00,SRV-02,web_server,58.52,40.57,21.4,200
2026-08-01 18:50:00,SRV-04,database,44.82,61.52,14.25,200
2026-08-01 18:55:00,SRV-03,api_gateway,20.02,39.29,28.46,200
2026-08-01 19:00:00,SRV-04,api_gateway,66.68,33.27,17.59,200
2026-08-01 19:05:00,SRV-04,database,50.36,37.71,25.25,200
2026-08-01 19:10:00,SRV-02,api_gateway,51.88,48.37,3.66,200
2026-08-01 19:15:00,SRV-05,web_server,60.06,46.8,7.22,200
2026-08-01 19:20:00,SRV-03,web_server,27.93,65.34,2.41,200
2026-08-01 19:25:00,SRV-05,api_gateway,45.32,53.98,26.89,200
2026-08-01 19:30:00,SRV-01,web_server,40.58,12.01,12.73,200
2026-08-01 19:35:00,SRV-01,web_server,50.54,33.9,25.12,200
2026-08-01 19:40:00,SRV-05,database,31.81,53.91,27.97,200
2026-08-01 19:45:00,SRV-05,database,18.31,18.03,17.04,200
2026-08-01 19:50:00,SRV-05,api_gateway,59.15,67.16,27.21,200
2026-08-01 19:55:00,SRV-05,web_server,29.43,55.62,11.07,200
2026-08-01 20:00:00,SRV-03,api_gateway,58.92,47.4,31.67,200
2026-08-01 20:05:00,SRV-03,web_server,59.09,51.38,6.34,200
2026-08-01 20:10:00,SRV-03,api_gateway,45.41,72.98,4.96,200
2026-08-01 20:15:00,SRV-02,database,33.1,54.1,3.46,200
2026-08-01 20:20:00,SRV-03,database,58.52,33.17,27.18,200
2026-08-01 20:25:00,SRV-02,web_server,37.8,47.66,31.75,200
2026-08-01 20:30:00,SRV-01,database,54.99,31.68,16.08,200
2026-08-01 20:35:00,SRV-02,api_gateway,65.42,66.24,18.85,200
2026-08-01 20:40:00,SRV-03,api_gateway,48.25,73.95,2.35,404
2026-08-01 20:45:00,SRV-04,web_server,74.8,63.43,13.14,201
2026-08-01 20:50:00,SRV-05,database,65.46,6.11,21.07,200
2026-08-01 20:55:00,SRV-01,database,48.56,79.37,4.56,200
2026-08-01 21:00:00,SRV-03,web_server,76.22,36.86,29.51,200
2026-08-01 21:05:00,SRV-04,database,47.82,17.17,30.17,500
2026-08-01 21:10:00,SRV-05,api_gateway,22.67,26.1,14.38,201
2026-08-01 21:15:00,SRV-05,database,42.14,49.48,28.26,200
2026-08-01 21:20:00,SRV-05,web_server,61.55,6.38,7.11,200
2026-08-01 21:25:00,SRV-05,web_server,51.03,92.21,26.99,200
2026-08-01 21:30:00,SRV-04,database,47.83,93.4,30.34,200
2026-08-01 21:35:00,SRV-05,web_server,39.8,53.03,20.59,200
2026-08-01 21:40:00,SRV-05,api_gateway,34.49,37.56,11.28,200
2026-08-01 21:45:00,SRV-03,web_server,68.45,48.2,15.27,200
2026-08-01 21:50:00,SRV-01,database,68.04,80.81,4.82,200
2026-08-01 21:55:00,SRV-01,database,52.57,21.49,9.93,200
2026-08-01 22:00:00,SRV-04,api_gateway,59.07,78.12,17.71,200
2026-08-01 22:05:00,SRV-01,database,34.53,11.7,6.23,500
2026-08-01 22:10:00,SRV-05,api_gateway,23.95,6.57,20.53,200
2026-08-01 22:15:00,SRV-05,database,61.57,90.65,27.54,201
2026-08-01 22:20:00,SRV-05,database,63.94,17.71,12.27,200
2026-08-01 22:25:00,SRV-03,api_gateway,27.25,18.49,12.04,404
2026-08-01 22:30:00,SRV-03,web_server,36.81,33.8,27.1,200
2026-08-01 22:35:00,SRV-04,api_gateway,68.3,68.25,9.77,200
2026-08-01 22:40:00,SRV-02,api_gateway,62.04,11.55,13.73,200
2026-08-01 22:45:00,SRV-03,web_server,38.82,94.6,26.18,200
2026-08-01 22:50:00,SRV-05,web_server,45.77,83.35,28.04,500
2026-08-01 22:55:00,SRV-05,database,59.33,58.59,12.41,200
2026-08-01 23:00:00,SRV-05,database,49.81,30.08,3.31,200
2026-08-01 23:05:00,SRV-03,api_gateway,27.78,41.51,17.62,200
2026-08-01 23:10:00,SRV-03,api_gateway,37.68,68.34,21.83,200
2026-08-01 23:15:00,SRV-05,web_server,59.78,65.57,22.57,200
2026-08-01 23:20:00,SRV-02,database,53.72,14.19,17.98,200
2026-08-01 23:25:00,SRV-04,database,65.6,80.88,25.75,200
2026-08-01 23:30:00,SRV-03,web_server,41.67,60.91,4.86,200
2026-08-01 23:35:00,SRV-03,api_gateway,59.5,77.45,11.45,500
2026-08-01 23:40:00,SRV-02,database,42.68,81.73,25.44,200
2026-08-01 23:45:00,SRV-04,database,67.89,66.96,26.0,200
2026-08-01 23:50:00,SRV-03,api_gateway,45.06,20.39,5.09,200
2026-08-01 23:55:00,SRV-03,api_gateway,52.92,26.26,12.49,200
2026-08-02 00:00:00,SRV-02,database,72.46,25.82,6.81,200
2026-08-02 00:05:00,SRV-05,web_server,45.42,81.94,18.66,200
2026-08-02 00:10:00,SRV-05,api_gateway,46.01,58.25,16.33,200
2026-08-02 00:15:00,SRV-04,database,55.38,16.31,8.13,200
2026-08-02 00:20:00,SRV-05,api_gateway,46.83,91.74,7.98,200
2026-08-02 00:25:00,SRV-04,database,33.78,53.78,9.49,500
2026-08-02 00:30:00,SRV-02,api_gateway,40.69,89.98,27.51,200
2026-08-02 00:35:00,SRV-05,api_gateway,51.36,81.45,7.46,200
2026-08-02 00:40:00,SRV-03,web_server,14.81,61.11,7.0,404
2026-08-02 00:45:00,SRV-02,database,53.33,42.27,17.1,200
2026-08-02 00:50:00,SRV-03,database,59.77,23.41,29.61,201
2026-08-02 00:55:00,SRV-04,web_server,63.6,60.83,20.99,200
2026-08-02 01:00:00,SRV-05,web_server,64.02,15.06,8.4,200
2026-08-02 01:05:00,SRV-03,web_server,35.0,63.85,20.56,200
2026-08-02 01:10:00,SRV-02,api_gateway,57.4,92.7,28.0,200
2026-08-02 01:15:00,SRV-02,web_server,43.97,52.1,22.64,200
2026-08-02 01:20:00,SRV-04,database,89.18,20.0,18.63,200
2026-08-02 01:25:00,SRV-01,api_gateway,43.49,19.34,6.69,200
2026-08-02 01:30:00,SRV-02,web_server,62.35,54.75,6.75,200
2026-08-02 01:35:00,SRV-01,api_gateway,31.62,22.47,25.98,200
2026-08-02 01:40:00,SRV-02,web_server,58.35,74.05,22.04,200
2026-08-02 01:45:00,SRV-02,api_gateway,51.72,88.08,10.67,200
2026-08-02 01:50:00,SRV-04,web_server,57.64,40.76,4.76,200
2026-08-02 01:55:00,SRV-01,web_server,48.57,44.81,29.21,404
2026-08-02 02:00:00,SRV-04,web_server,69.24,69.63,5.72,200
2026-08-02 02:05:00,SRV-02,api_gateway,60.42,17.81,5.76,200
2026-08-02 02:10:00,SRV-03,api_gateway,30.84,13.61,17.23,200
2026-08-02 02:15:00,SRV-02,web_server,40.35,55.53,10.46,200
2026-08-02 02:20:00,SRV-03,api_gateway,51.37,73.62,13.48,200
2026-08-02 02:25:00,SRV-05,web_server,59.49,24.51,16.36,200
2026-08-02 02:30:00,SRV-02,database,59.31,87.69,27.07,200
2026-08-02 02:35:00,SRV-05,api_gateway,8.28,28.28,14.32,200
2026-08-02 02:40:00,SRV-03,api_gateway,64.29,15.81,20.95,200
2026-08-02 02:45:00,SRV-05,api_gateway,55.37,37.86,31.5,200
2026-08-02 02:50:00,SRV-03,database,46.22,20.68,16.24,500
2026-08-02 02:55:00,SRV-03,api_gateway,59.13,47.98,21.12,200
2026-08-02 03:00:00,SRV-05,api_gateway,53.99,78.99,22.98,200
2026-08-02 03:05:00,SRV-01,api_gateway,43.02,12.45,25.58,200
2026-08-02 03:10:00,SRV-02,web_server,33.72,24.94,6.76,200
2026-08-02 03:15:00,SRV-01,web_server,76.29,92.17,21.38,200
2026-08-02 03:20:00,SRV-02,api_gateway,50.86,41.7,2.68,200
2026-08-02 03:25:00,SRV-02,database,55.16,11.89,4.59,200
2026-08-02 03:30:00,SRV-02,database,38.59,5.89,22.52,200
2026-08-02 03:35:00,SRV-01,api_gateway,53.96,74.37,11.13,500
2026-08-02 03:40:00,SRV-05,api_gateway,50.56,77.1,4.12,200
2026-08-02 03:45:00,SRV-05,database,22.13,84.66,26.83,200
2026-08-02 03:50:00,SRV-04,api_gateway,69.47,70.98,13.87,200
2026-08-02 03:55:00,SRV-02,web_server,53.13,76.81,31.78,200
2026-08-02 04:00:00,SRV-01,web_server,51.37,35.13,28.99,200
2026-08-02 04:05:00,SRV-02,api_gateway,51.95,45.72,14.93,200
2026-08-02 04:10:00,SRV-05,database,60.8,71.84,24.8,500
2026-08-02 04:15:00,SRV-02,database,46.29,47.74,8.46,200
2026-08-02 04:20:00,SRV-02,database,51.04,28.93,12.32,500
2026-08-02 04:25:00,SRV-05,web_server,44.36,70.09,21.53,200
2026-08-02 04:30:00,SRV-01,web_server,54.06,54.09,25.14,200
2026-08-02 04:35:00,SRV-04,web_server,52.06,76.61,5.07,200
2026-08-02 04:40:00,SRV-04,api_gateway,31.01,67.74,27.4,200
2026-08-02 04:45:00,SRV-01,api_gateway,59.47,70.22,20.26,200
2026-08-02 04:50:00,SRV-03,database,71.29,58.33,10.31,200
2026-08-02 04:55:00,SRV-02,web_server,44.62,27.33,20.26,200
2026-08-02 05:00:00,SRV-05,database,50.3,21.25,5.83,200
2026-08-02 05:05:00,SRV-02,database,0.53,12.29,21.43,200
2026-08-02 05:10:00,SRV-02,web_server,75.34,84.25,24.4,200
2026-08-02 05:15:00,SRV-03,api_gateway,26.57,73.45,8.08,201
2026-08-02 05:20:00,SRV-04,api_gateway,53.41,87.2,2.02,200
2026-08-02 05:25:00,SRV-04,api_gateway,45.12,6.64,2.24,200
2026-08-02 05:30:00,SRV-01,api_gateway,90.65,20.35,23.01,200
2026-08-02 05:35:00,SRV-04,api_gateway,34.56,14.0,24.44,201
2026-08-02 05:40:00,SRV-03,api_gateway,41.16,85.9,25.26,200
2026-08-02 05:45:00,SRV-05,database,21.0,64.58,28.34,200
2026-08-02 05:50:00,SRV-05,api_gateway,67.91,45.67,29.63,200
2026-08-02 05:55:00,SRV-05,api_gateway,60.85,73.26,18.45,200
2026-08-02 06:00:00,SRV-04,api_gateway,43.08,53.99,16.43,200
2026-08-02 06:05:00,SRV-01,database,25.89,61.08,27.3,200
2026-08-02 06:10:00,SRV-05,api_gateway,77.38,14.76,8.2,200
2026-08-02 06:15:00,SRV-02,database,55.65,36.03,31.72,200
2026-08-02 06:20:00,SRV-04,api_gateway,56.53,5.37,20.94,200
2026-08-02 06:25:00,SRV-03,web_server,32.35,66.97,24.37,200
2026-08-02 06:30:00,SRV-03,web_server,59.15,87.2,7.79,200
2026-08-02 06:35:00,SRV-01,database,61.85,89.24,7.62,200
2026-08-02 06:40:00,SRV-01,api_gateway,87.26,25.04,3.7,404
2026-08-02 06:45:00,SRV-02,api_gateway,33.93,71.5,29.9,200
2026-08-02 06:50:00,SRV-03,web_server,14.61,29.42,13.57,201
2026-08-02 06:55:00,SRV-02,api_gateway,52.64,28.06,14.35,200
2026-08-02 07:00:00,SRV-02,api_gateway,48.42,79.54,17.02,201
2026-08-02 07:05:00,SRV-04,web_server,34.96,24.76,29.21,200
2026-08-02 07:10:00,SRV-01,database,52.92,12.45,24.21,200
2026-08-02 07:15:00,SRV-03,web_server,47.42,34.73,24.23,200
2026-08-02 07:20:00,SRV-02,api_gateway,63.65,38.35,23.06,200
2026-08-02 07:25:00,SRV-01,database,52.04,26.74,21.02,200
2026-08-02 07:30:00,SRV-04,web_server,12.45,42.72,9.31,200
2026-08-02 07:35:00,SRV-02,api_gateway,64.68,39.41,11.31,200
2026-08-02 07:40:00,SRV-03,database,48.74,88.16,16.6,200
2026-08-02 07:45:00,SRV-01,database,47.88,58.99,31.17,200
2026-08-02 07:50:00,SRV-01,database,42.91,81.95,9.52,200
2026-08-02 07:55:00,SRV-05,api_gateway,38.88,38.98,9.78,500
2026-08-02 08:00:00,SRV-01,api_gateway,41.83,57.25,19.67,200
2026-08-02 08:05:00,SRV-02,web_server,43.24,72.34,5.42,200
2026-08-02 08:10:00,SRV-05,database,60.64,88.02,13.93,200
2026-08-02 08:15:00,SRV-01,api_gateway,51.21,46.51,25.63,200
2026-08-02 08:20:00,SRV-02,api_gateway,46.68,90.25,18.24,200
2026-08-02 08:25:00,SRV-02,web_server,25.4,78.09,4.49,200
2026-08-02 08:30:00,SRV-01,api_gateway,49.5,87.24,11.48,200
2026-08-02 08:35:00,SRV-03,database,19.31,39.87,12.45,200
2026-08-02 08:40:00,SRV-01,database,69.95,34.38,23.59,200
2026-08-02 08:45:00,SRV-02,database,22.56,32.86,13.04,200
2026-08-02 08:50:00,SRV-05,database,31.22,22.93,29.22,200
2026-08-02 08:55:00,SRV-02,web_server,43.97,89.46,9.87,200
2026-08-02 09:00:00,SRV-01,api_gateway,40.33,15.06,21.39,404
2026-08-02 09:05:00,SRV-01,database,55.95,26.48,28.1,200
2026-08-02 09:10:00,SRV-01,web_server,57.64,90.12,12.05,200
2026-08-02 09:15:00,SRV-05,database,36.02,60.48,20.22,200
2026-08-02 09:20:00,SRV-05,web_server,29.76,85.6,6.5,200
2026-08-02 09:25:00,SRV-01,web_server,42.88,46.28,9.79,200
2026-08-02 09:30:00,SRV-04,web_server,51.65,11.94,31.75,200
2026-08-02 09:35:00,SRV-04,web_server,43.78,62.25,24.24,200
2026-08-02 09:40:00,SRV-01,database,41.53,33.82,25.29,200
2026-08-02 09:45:00,SRV-03,database,18.65,47.66,24.42,404
2026-08-02 09:50:00,SRV-04,database,68.84,35.1,22.45,500
2026-08-02 09:55:00,SRV-01,web_server,40.65,79.22,14.31,500
2026-08-02 10:00:00,SRV-03,web_server,48.37,21.89,15.63,200
2026-08-02 10:05:00,SRV-02,database,21.93,73.77,3.84,200
2026-08-02 10:10:00,SRV-04,database,36.81,65.32,8.77,200
2026-08-02 10:15:00,SRV-01,database,48.32,70.59,17.82,200
2026-08-02 10:20:00,SRV-01,database,47.21,41.65,16.24,200
2026-08-02 10:25:00,SRV-03,api_gateway,50.51,87.52,14.76,200
2026-08-02 10:30:00,SRV-01,web_server,39.19,51.35,29.38,200
2026-08-02 10:35:00,SRV-01,database,50.53,56.46,25.41,200
2026-08-02 10:40:00,SRV-04,web_server,46.22,57.0,21.04,200
2026-08-02 10:45:00,SRV-01,api_gateway,79.65,72.08,12.74,200
2026-08-02 10:50:00,SRV-05,web_server,69.02,88.71,7.19,200
2026-08-02 10:55:00,SRV-01,database,68.86,28.56,5.24,200
2026-08-02 11:00:00,SRV-03,database,73.02,75.59,29.85,200
2026-08-02 11:05:00,SRV-02,api_gateway,54.41,30.94,19.45,200
2026-08-02 11:10:00,SRV-01,database,43.74,7.16,18.71,200
2026-08-02 11:15:00,SRV-01,api_gateway,26.43,68.86,31.38,200
2026-08-02 11:20:00,SRV-04,web_server,60.61,47.84,6.7,200
2026-08-02 11:25:00,SRV-03,database,60.79,52.02,15.15,201
2026-08-02 11:30:00,SRV-01,database,48.8,42.08,24.2,200
2026-08-02 11:35:00,SRV-01,web_server,70.74,77.13,30.16,200
2026-08-02 11:40:00,SRV-02,api_gateway,49.31,33.53,11.76,200
2026-08-02 11:45:00,SRV-02,web_server,51.65,61.29,16.34,200
2026-08-02 11:50:00,SRV-04,database,35.11,32.09,12.39,200
2026-08-02 11:55:00,SRV-01,web_server,23.96,22.86,23.56,200
2026-08-02 12:00:00,SRV-03,database,37.85,36.29,26.74,200
2026-08-02 12:05:00,SRV-05,database,65.45,45.48,19.59,200
2026-08-02 12:10:00,SRV-03,database,69.43,15.32,28.78,200
2026-08-02 12:15:00,SRV-03,web_server,73.48,19.92,30.33,200
2026-08-02 12:20:00,SRV-05,web_server,64.75,53.11,28.24,200
2026-08-02 12:25:00,SRV-01,web_server,79.75,7.21,27.35,200
2026-08-02 12:30:00,SRV-03,web_server,46.34,25.9,5.96,200
2026-08-02 12:35:00,SRV-05,database,68.18,68.69,2.75,201
2026-08-02 12:40:00,SRV-02,api_gateway,46.7,87.37,9.71,201
2026-08-02 12:45:00,SRV-01,web_server,53.65,16.89,27.88,200
2026-08-02 12:50:00,SRV-03,api_gateway,63.54,37.26,12.7,200
2026-08-02 12:55:00,SRV-04,database,66.85,28.78,14.61,200
2026-08-02 13:00:00,SRV-05,web_server,52.96,79.18,20.11,201
2026-08-02 13:05:00,SRV-05,web_server,61.75,10.15,13.31,200
2026-08-02 13:10:00,SRV-05,web_server,72.7,33.45,8.76,200
2026-08-02 13:15:00,SRV-04,database,60.9,50.27,28.96,200
2026-08-02 13:20:00,SRV-03,database,41.11,77.94,2.85,200
2026-08-02 13:25:00,SRV-03,api_gateway,39.69,54.67,21.9,200
2026-08-02 13:30:00,SRV-02,api_gateway,73.72,63.91,10.62,200
2026-08-02 13:35:00,SRV-01,database,63.74,77.59,3.48,200
2026-08-02 13:40:00,SRV-05,web_server,49.79,61.58,8.54,201
2026-08-02 13:45:00,SRV-02,web_server,50.24,8.26,6.04,200
2026-08-02 13:50:00,SRV-04,web_server,59.95,58.36,26.59,200
2026-08-02 13:55:00,SRV-05,api_gateway,57.14,52.78,8.38,200
2026-08-02 14:00:00,SRV-03,web_server,41.78,14.92,3.52,200
2026-08-02 14:05:00,SRV-05,web_server,60.95,16.26,13.04,200
2026-08-02 14:10:00,SRV-01,api_gateway,47.45,69.96,6.81,200
2026-08-02 14:15:00,SRV-03,web_server,72.92,25.81,28.4,200
2026-08-02 14:20:00,SRV-01,api_gateway,44.77,67.82,8.67,200
2026-08-02 14:25:00,SRV-02,web_server,61.06,50.24,17.02,200
2026-08-02 14:30:00,SRV-03,web_server,53.43,43.29,28.94,200
2026-08-02 14:35:00,SRV-05,api_gateway,56.79,94.61,30.93,201
2026-08-02 14:40:00,SRV-02,database,56.05,19.78,9.09,200
2026-08-02 14:45:00,SRV-04,database,55.24,66.76,4.43,200
2026-08-02 14:50:00,SRV-05,web_server,41.63,20.49,4.84,200
2026-08-02 14:55:00,SRV-05,api_gateway,47.44,32.02,21.03,201
2026-08-02 15:00:00,SRV-03,database,49.59,82.88,14.82,201
2026-08-02 15:05:00,SRV-03,web_server,44.01,23.45,29.17,200
2026-08-02 15:10:00,SRV-04,web_server,22.23,80.19,30.25,201
