model_id,training_hours,accuracy,loss,dataset_size_gb,learning_rate,hardware_type,gpu_temp_c,deployment_status
MOD-081,7.1470281103066435,0.7597996529807522,0.3057195821277463,50.0,0.01,NVIDIA V100,64.89784390769168,Approved
MOD-082,30.41456491248921,0.814228283009287,0.15554713655171062,100.0,0.001,NVIDIA A100,79.98105661536195,Approved
MOD-083,,0.80311543185035,0.19444408874438163,100.0,0.01,RTX 4090,,Approved
MOD-084,10.87279651765119,0.8435792763033964,0.17484490386345342,10.0,0.01,CPU Only,78.07611909988886,Approved
MOD-085,21.139745827752698,0.9374616724367943,0.05356280442613006,50.0,0.01,NVIDIA V100,69.6659309419317,Pending
MOD-086,5.59694143752967,0.7450527897468665,0.3025984176103953,10.0,0.01,NVIDIA A100,71.52139085176077,Approved
MOD-087,4.043914533238529,0.8615400018253913,,10.0,0.01,NVIDIA A100,75.94848163467434,Rejected
MOD-088,14.898392344435464,0.7649278683585717,0.35619240858092527,500.0,0.01,NVIDIA A100,74.32717646072005,Rejected
MOD-089,15.569823038629554,0.7907962465741782,0.25209248377557986,10.0,0.001,NVIDIA V100,56.03574575638609,Pending
MOD-090,20.789828828557972,0.8946992602089473,0.09662414833930189,50.0,0.001,RTX 4090,63.030050079244866,Pending
MOD-091,18.0651312480254,0.754804395730744,0.2175795205903888,10.0,0.01,RTX 4090,79.43527987832653,Pending
MOD-092,15.908173324941979,0.9087395431762383,0.04793942625133399,500.0,0.0001,RTX 4090,70.94290728878762,Approved
MOD-093,8.516016233403004,0.741826844270022,0.2904539294384649,50.0,0.01,NVIDIA V100,67.81014957782862,Rejected
MOD-094,15.32100052035321,0.9033584322750527,0.14639065116456496,10.0,0.001,CPU Only,61.131407877940205,Pending
MOD-095,15.872267126313035,0.726037498433719,0.265836195159786,50.0,0.01,NVIDIA A100,63.362109429793215,Approved
MOD-096,8.309836234629715,0.8005749856594707,0.2547745349894544,100.0,0.01,NVIDIA V100,,Rejected
MOD-097,35.105721063115325,0.99,,,0.001,CPU Only,71.18975425038774,Pending
MOD-098,17.588423166776472,0.9866837095813509,-0.040874252080692675,10.0,0.001,NVIDIA A100,,Rejected
MOD-099,6.853426347696746,0.8169980277986284,0.27366903246364904,500.0,0.1,NVIDIA A100,64.26729687211748,Approved
MOD-100,20.847650867826605,0.8811968468823921,0.14835858379453506,1000.0,0.001,CPU Only,71.45501259865638,Approved
MOD-101,22.847482461256952,0.9463254415107907,0.12351696857987572,1000.0,-0.01,NVIDIA V100,74.9117650468219,Rejected
MOD-102,16.99563156365616,0.9045036939536377,0.05279932062697764,100.0,0.01,RTX 4090,88.74558345767956,Approved
MOD-103,11.428430988603022,0.828122860283614,0.12570087012794945,100.0,0.01,NVIDIA A100,59.90493264349429,Rejected
MOD-104,8.077406857489906,0.7901091748770933,0.19196035915002957,50.0,0.01,RTX 4090,81.27504834640418,Pending
MOD-105,12.713656324133261,0.9194482514366343,0.039348806486415075,100.0,0.01,NVIDIA V100,79.78481248812058,Approved
MOD-106,16.317304615906025,0.9404562646891601,0.09481199582226243,50.0,0.001,NVIDIA A100,65.7672580849864,Pending
MOD-107,13.439775333880021,0.987256146751551,-0.02481244959787332,100.0,0.001,RTX 4090,73.62588763668825,Rejected
MOD-108,29.07091336604886,0.7150200461237542,0.22639646097288124,50.0,0.01,NVIDIA A100,68.33893400529908,Approved
MOD-109,19.12209344248074,0.7497500169439157,0.25735075366884586,100.0,0.1,NVIDIA V100,73.48550864334992,Pending
MOD-110,7.487785616992404,0.9429538881717664,-0.00745319696302707,500.0,0.0001,NVIDIA A100,84.0730481072364,Pending
MOD-111,6.361613320615659,0.7258775562599858,0.1841492471662447,10.0,0.01,NVIDIA A100,191.3433923586681,Rejected
MOD-112,17.673406344568324,0.9490839963929546,0.05757886530010929,500.0,0.01,NVIDIA V100,76.06886698586753,Pending
MOD-113,11.590727930711058,0.8328053995211686,0.07973359832832089,50.0,0.01,NVIDIA A100,68.55752544036287,Pending
MOD-114,20.05406201388999,0.8083268944530652,0.230437075361706,500.0,0.01,Unknown,60.12754668060532,Pending
MOD-115,17.582577533390715,0.8664342877017175,0.06379902598564272,50.0,0.01,NVIDIA A100,70.33225431567674,Rejected
MOD-116,12.747484029786005,0.7423705238211601,0.14559578685785252,50.0,0.001,NVIDIA V100,81.65286523891132,Pending
MOD-117,7.545532856862996,0.9159211864478681,0.06938898104509215,1000.0,0.01,NVIDIA A100,59.78265714728282,Review
MOD-118,4.395050385803921,0.9851709598155758,0.022058765349248437,10.0,0.01,NVIDIA V100,63.55928505458644,Pending
MOD-119,15.158907829025905,0.9196460972651392,0.10492765591895778,500.0,-0.01,Unknown,73.01014188987254,Approved
MOD-120,5.529129204671586,0.8302793045956687,0.178321480355124,50.0,0.001,NVIDIA A100,64.1227617212219,Rejected
MOD-121,7.34037297799779,0.7269571433787647,,50.0,0.1,nan,65.6598124230783,Rejected
MOD-122,14.62829120890055,0.7300330035037653,0.3056200555425649,50.0,0.01,NVIDIA A100,68.61121134617458,Approved
MOD-123,13.814274986631816,0.7436285358208554,0.3043783895031319,50.0,0.01,RTX 4090,61.075060766478806,Review
MOD-124,6.008994574165457,0.8490177378310146,0.09069415574620843,50.0,0.001,NVIDIA V100,,Approved
MOD-125,24.2754781477535,0.8590720050618084,0.13187768800521094,10.0,0.01,CPU Only,77.62742333429847,Approved
MOD-126,23.921130910174895,0.9194754808592797,0.06680251778526936,10.0,0.01,RTX 4090,188.10937555970412,Review
MOD-127,17.996173793652947,0.706317681081354,0.30470139805804775,10.0,0.001,NVIDIA V100,59.2170229240413,Rejected
MOD-128,17.98371849390613,0.954896818431392,0.03485699197990259,,0.001,NVIDIA A100,66.95980016372884,Approved
MOD-129,17.996297637098802,0.9055525055156297,0.09105360588072145,,0.001,NVIDIA A100,77.85564402007877,Rejected
MOD-130,22.738052892984367,0.8238530965550291,0.20823767995705542,50.0,0.001,Unknown,70.42462553602488,Rejected
MOD-131,19.390448409806822,0.754819076661432,0.18948826835851135,100.0,0.001,NVIDIA V100,,Approved
MOD-132,7.9663293764840235,1.5250228874460023,-0.48815423068296115,50.0,0.01,NVIDIA V100,72.35487038012485,Review
MOD-133,11.491683106604016,0.8259924831010093,0.23106415347555329,100.0,0.01,CPU Only,58.03434053712279,Rejected
MOD-134,42.56816377672196,0.8483984880524457,0.23330826162199775,500.0,0.01,NVIDIA V100,75.95764523020026,Rejected
MOD-135,3.15999712660609,0.8806889576630346,0.012142676130097466,1000.0,0.01,nan,75.06748025122916,Rejected
MOD-136,9.839305713557561,0.7769440875374711,0.21391082960676797,50.0,-0.01,RTX 4090,68.72553220723422,Rejected
MOD-137,24.3473689072679,0.8274255536779801,0.07431941760434044,100.0,0.001,RTX 4090,80.04739609437134,Approved
MOD-138,8.3041643445351,0.9192253521616304,-0.04097853665027157,10.0,0.0001,CPU Only,62.98003120837569,Approved
MOD-139,19.687574956252316,0.911127686279702,0.09607696610067194,,0.01,NVIDIA A100,81.02327194602856,Rejected
MOD-140,13.708897901764445,0.911848576535619,0.06819383382186289,10.0,0.01,NVIDIA V100,73.235949324762,Pending
MOD-141,8.689303424733607,0.7575856199087654,0.2574069276797719,100.0,0.01,NVIDIA V100,69.30757928097461,Approved
MOD-142,2.6915857724290806,0.8310735719416688,0.19323281256269703,100.0,0.01,NVIDIA A100,71.84101091705351,Rejected
MOD-143,14.914403545332021,0.8182884931961756,0.24410630470922046,100.0,0.01,RTX 4090,71.14188187351246,Pending
MOD-144,,0.8840143073819762,0.11868171388331282,10.0,0.0001,Unknown,,Approved
MOD-145,12.41828367571456,0.8768526391719118,0.2693151416940426,1000.0,0.001,NVIDIA V100,63.38656698023189,Approved
MOD-146,17.896161163145777,0.8624341864594349,0.15288630628982572,10.0,0.001,NVIDIA V100,65.89984608682721,Approved
MOD-147,21.72500301915737,0.99,0.10212395222836057,100.0,0.001,nan,80.29042313657983,Rejected
MOD-148,9.819226847372729,0.826735513588477,0.056622596385310614,10.0,0.1,NVIDIA V100,67.23572051852912,Approved
MOD-149,8.678696866134217,0.8173741531145164,0.2501128233630148,50.0,0.01,NVIDIA V100,79.20426461865273,Rejected
MOD-150,5.4606478523428965,0.7574600263731155,0.23350194913710648,50.0,0.01,NVIDIA V100,,Rejected
MOD-151,22.319453125768838,0.7269722139256903,0.17561042310294608,50.0,0.01,Unknown,68.78563978446694,Rejected
MOD-152,39.25038955779446,0.752374609822738,0.26865264563866803,10.0,0.0001,RTX 4090,77.45089861260244,Approved
MOD-153,23.664827407081667,1.5322268912148067,-0.5473746681140226,10.0,-0.01,CPU Only,62.77046174928113,Rejected
MOD-154,26.583326538096994,0.9548058475550282,0.07419681486737893,50.0,0.01,CPU Only,78.03786638454247,Pending
MOD-155,8.349706903790095,0.8531331123489487,0.1974207105286052,100.0,0.1,NVIDIA V100,73.59539188789414,Review
MOD-156,17.295310412462428,0.8654664533562186,0.06007604080570157,500.0,0.0001,NVIDIA V100,75.78430625728173,Pending
MOD-157,20.711002681226155,0.8422981353438322,0.20844781377892563,10.0,0.01,CPU Only,66.83542342371683,Rejected
MOD-158,0.5165938507701943,0.8792240794417431,0.12109989476929275,50.0,0.01,NVIDIA V100,58.71133267546262,Rejected
MOD-159,6.596290200287922,0.9621657717774275,0.10547628695723617,10.0,0.001,CPU Only,76.02601651799604,Approved
MOD-160,31.596493068283912,0.6904855330985571,0.2992570554515495,10.0,-0.01,Unknown,55.49277478016437,Approved
MOD-161,4.733408308636768,0.9474669852468304,0.029012570126598566,100.0,0.01,RTX 4090,69.46119606205973,Approved
MOD-162,28.902911452189407,0.6487969237971994,0.35255577823724815,100.0,0.0001,RTX 4090,79.52945493135975,Rejected
MOD-163,4.710028040215399,0.8522562169217542,0.15283681839723842,10.0,0.01,CPU Only,73.53518188698429,Approved
MOD-164,6.817720447982467,0.99,-0.02313924007458676,10.0,0.0001,CPU Only,87.5867411583185,Approved
MOD-165,17.473482013738302,0.9044526351625235,0.07073212828971231,10.0,0.001,NVIDIA V100,80.20087322065419,Review
MOD-166,13.911424090469469,0.8798447148256509,0.05881150844865968,500.0,0.001,NVIDIA A100,66.76881289339539,Approved
MOD-167,10.428217955604499,0.99,-0.011732254489509722,,0.0001,NVIDIA V100,72.21850703881151,Approved
MOD-168,30.92794556405435,0.7937549681599084,0.24006053483997053,10.0,0.0001,RTX 4090,71.62103437964451,Approved
MOD-169,5.565182608709738,,,10.0,0.1,NVIDIA V100,59.34258589323098,Rejected
MOD-170,12.13201452014967,0.8962493677979114,0.154203897004455,500.0,0.01,RTX 4090,64.47680866812517,Rejected
MOD-171,,0.8082078292618379,0.18252069735550844,1000.0,0.001,NVIDIA V100,67.51391274416112,Approved
MOD-172,15.761732332125241,0.8152711856403215,,50.0,0.01,RTX 4090,55.71023597715251,Rejected
MOD-173,8.867889349970435,0.8064976453421329,0.2233660990356963,10.0,0.001,NVIDIA A100,72.37994774601314,Pending
MOD-174,9.076892968342932,0.8569851979206851,0.10933364502764481,10.0,0.001,RTX 4090,70.00742524277567,Pending
MOD-175,21.54289037647089,0.893735328461705,0.09459630710011827,50.0,0.001,NVIDIA V100,58.61684878950741,Review
MOD-176,22.109895517875433,0.859858421833173,0.2020201805410329,50.0,0.001,NVIDIA A100,75.23370292221865,Pending
MOD-177,16.0031025861112,0.9067569453943884,0.03519953161953586,10.0,-0.01,NVIDIA V100,77.72698195752767,Rejected
MOD-178,7.6453985834850435,0.6924682171221161,0.3157689722511031,50.0,0.01,RTX 4090,73.81627583091911,Approved
MOD-179,9.262544376064078,0.832539906900573,0.1654341755976374,10.0,0.001,NVIDIA V100,,Approved
MOD-180,13.163399625449914,0.7681264551719483,0.2669198305999068,100.0,0.01,NVIDIA A100,76.73153721401484,Approved
MOD-181,14.314433420192048,0.8741378010146319,0.16861986725946923,50.0,0.01,nan,77.44176288381352,Rejected
MOD-182,18.31779415155903,0.8729533942937858,0.1402385559186588,10.0,0.01,RTX 4090,74.45922855775751,Pending
MOD-183,11.749636302190737,0.8407502308034036,0.1412310368675764,50.0,0.1,nan,65.40310199652191,Rejected
MOD-184,21.27212347051494,0.8908223208425656,0.13284630435873238,50.0,0.1,NVIDIA V100,74.21280612408944,Approved
MOD-185,21.13966166070107,0.9298250174611222,0.13695777739610587,,0.1,NVIDIA V100,81.56384520660383,Rejected
MOD-186,27.085289543965366,0.8451583582154953,0.15347714480251962,50.0,-0.01,CPU Only,67.22696753110615,Review
MOD-187,13.505565301862372,0.7658644089520238,0.22077278532682487,10.0,0.01,NVIDIA V100,88.78351471305945,Rejected
MOD-188,16.1591432333481,,,100.0,0.01,RTX 4090,67.79495252811692,Pending
MOD-189,12.298698466851,0.8528888140264103,0.14904753699207032,10.0,0.001,NVIDIA V100,72.2592561067211,Pending
MOD-190,7.706277652051121,0.8693493361210832,0.06376519268302681,1000.0,0.001,NVIDIA V100,66.62011523194931,Review
MOD-191,38.753250034173846,0.7724380888384017,0.23952845118147237,50.0,0.001,NVIDIA A100,73.78616668736208,Pending
MOD-192,25.20078281074218,0.9080613458530425,0.02460053370876926,50.0,0.01,NVIDIA A100,58.0622264589178,Pending
MOD-193,20.898047393652504,0.813283449134034,0.20544058318638822,10.0,0.001,NVIDIA A100,,Approved
MOD-194,13.233588615874051,0.7174853707863079,0.2426574929933637,50.0,0.001,NVIDIA A100,63.263030397211466,Approved
MOD-195,7.267141768111168,0.9505149073876151,0.05132883282170217,500.0,0.01,nan,73.08270678313832,Rejected
MOD-196,22.985063489381076,0.9415190335361731,0.07801066177378876,500.0,0.001,NVIDIA A100,79.95557900407125,Approved
MOD-197,,1.4642648101874545,-0.3415696428902759,10.0,0.001,RTX 4090,77.16804949691641,Review
MOD-198,16.99707649687791,0.8049919774677046,0.23214552062164165,10.0,0.001,CPU Only,53.02672511312886,Approved
MOD-199,9.23986864359193,0.8018733054868579,,500.0,0.01,RTX 4090,88.33655722342304,Pending
MOD-200,15.435158405006145,,,1000.0,0.0001,NVIDIA A100,74.36223952496695,Approved
MOD-201,9.607704555768798,0.8420565831966674,0.1824062126533048,10.0,0.01,RTX 4090,65.788006876056,Approved
MOD-202,9.84526484512402,0.7303297441555665,0.28395474585779346,50.0,0.01,RTX 4090,73.25702335192753,Review
MOD-203,15.319175415172094,0.9205683825792702,0.026095561979419,50.0,0.0001,RTX 4090,73.40951858002154,Approved
MOD-204,4.6603352995272225,0.7515379563387135,0.24263054704126683,500.0,0.001,CPU Only,66.6652102643875,Approved
MOD-205,4.8268508125062946,0.8291727607422591,0.1346728527759478,10.0,0.01,nan,73.58333333873661,Approved
MOD-206,8.285477603019068,0.7884184897695299,0.1915285677242508,10.0,0.001,RTX 4090,67.14022169903754,Rejected
MOD-207,11.665374658103516,0.8051635921376048,0.2883695766720186,100.0,0.001,NVIDIA V100,68.76510405847982,Approved
MOD-208,21.633604485848508,0.9249806471651151,0.08075042829488441,10.0,0.0001,RTX 4090,66.50976691395933,Rejected
MOD-209,12.06961063286309,0.9717064129065732,-0.015501391792378666,50.0,0.0001,NVIDIA A100,60.53862968208278,Rejected
MOD-210,13.182744718388646,0.7480505002896497,0.32067617244491553,50.0,0.001,CPU Only,73.16669176172307,Pending
MOD-211,11.112590864583842,0.9000861140406253,0.1476776597712471,50.0,0.001,NVIDIA A100,76.68239549213071,Pending
MOD-212,16.145709607010406,0.7913797096248003,0.2590029650052195,50.0,0.01,NVIDIA V100,76.11906876861097,Rejected
MOD-213,,0.793866247198074,0.10582724264680629,50.0,0.01,CPU Only,78.55940202108188,Approved
MOD-214,12.46487916433528,0.8892508977138172,0.20818265017225712,10.0,0.001,RTX 4090,74.59472168011895,Pending
MOD-215,16.889600976602253,0.7677677787429044,0.20430648415240127,50.0,0.001,NVIDIA V100,67.73819601426477,Approved
MOD-216,15.248012675339897,0.8876482080620035,0.15124953057763427,500.0,0.001,NVIDIA V100,78.71731091544952,Rejected
MOD-217,13.436414362539537,0.9084090685207787,,100.0,0.01,CPU Only,61.13985968126452,Rejected
MOD-218,13.534460985661012,0.8153974190640785,0.2923692183454524,10.0,0.01,NVIDIA V100,64.79462893990016,Pending
MOD-219,17.82681523764711,0.9561662481610933,-0.005044354434727651,10.0,0.001,CPU Only,64.28639942861405,Rejected
MOD-220,39.773032416011375,0.7481740310350794,0.17960010211480693,10.0,0.01,NVIDIA A100,80.64044847311447,Approved
MOD-221,7.998098474117863,0.9576324952489338,,50.0,0.0001,CPU Only,79.54230811312061,Rejected
MOD-222,40.39585581010567,0.6944810056411893,0.31262178493851067,50.0,0.01,CPU Only,75.89844189635996,Rejected
MOD-223,7.76262807516528,0.99,-0.015044072065103987,100.0,0.001,NVIDIA A100,80.57543892169437,Approved
MOD-224,2.4235398343280723,0.8175038209102534,0.21355710643669895,10.0,0.1,NVIDIA V100,64.9657377407041,Rejected
MOD-225,9.48477822778528,0.7570154274889905,0.23484059363803741,10.0,0.01,NVIDIA A100,74.78876095888785,Pending
MOD-226,16.322947682566166,0.8313862473184,0.2036799595340371,50.0,0.001,RTX 4090,70.99860457293468,Review
MOD-227,35.2678253087596,0.7662817645900457,0.23706732580089093,100.0,0.01,NVIDIA V100,78.77505683107931,Rejected
MOD-228,7.260822279354928,0.8809572239083634,0.15516217250804495,10.0,0.001,RTX 4090,71.07820613958242,Approved
MOD-229,17.766643049094252,0.9594125865176117,-0.004139220974431174,100.0,0.001,NVIDIA A100,,Approved
MOD-230,5.197740607388997,0.7705235019154658,0.3006995987411659,10.0,0.001,NVIDIA A100,,Pending
MOD-231,34.57418141987398,0.8963519391339203,0.13852922940270163,500.0,0.001,NVIDIA A100,79.00935333752986,Pending
MOD-232,25.46794511164923,0.7273811704883393,0.30493369798183934,500.0,0.1,NVIDIA V100,66.65323844122558,Approved
MOD-233,9.857694571494392,0.932636378658289,0.01148012499111134,10.0,0.01,RTX 4090,71.511394629181,Approved
MOD-234,27.72402571591078,0.8832989093542076,0.2016827114780047,10.0,0.01,CPU Only,63.532474930866776,Pending
MOD-235,12.41981463130771,0.9360946657064256,0.06321952932526095,50.0,0.1,RTX 4090,52.015511860056485,Approved
MOD-236,26.208785173338747,0.8402122477887115,0.19619019533278054,10.0,0.001,NVIDIA V100,73.60367705130983,Approved
MOD-237,13.3761938059083,0.8151874721716198,0.16867130464104976,100.0,0.1,nan,76.87124285003705,Approved
